INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162055287,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C6,914,Y,7/11/16 23:03,2016,7,Monday,23,Part Two,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I162055281,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,258,Y,7/11/16 23:02,2016,7,Monday,23,Part One,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I162055195,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,7/11/16 17:28,2016,7,Monday,17,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)"
I162054882,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,7/10/16 15:48,2016,7,Sunday,15,Part One,BELLEVUE ST,42.31212341,-71.06820729,"(42.31212341, -71.06820729)"
I162054468,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,565,Y,7/9/16 0:03,2016,7,Saturday,0,Part One,HANSBOROUGH ST,42.28810362,-71.09153335,"(42.28810362, -71.09153335)"
I162054468,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,565,Y,7/9/16 0:03,2016,7,Saturday,0,Part Two,HANSBOROUGH ST,42.28810362,-71.09153335,"(42.28810362, -71.09153335)"
I162054043,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,7/7/16 11:36,2016,7,Thursday,11,Part One,HANCOCK ST,42.31319382,-71.06500833,"(42.31319382, -71.06500833)"
I162053206,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,7/5/16 0:27,2016,7,Tuesday,0,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162053206,3114,Investigate Property,INVESTIGATE PROPERTY,B2,308,Y,7/5/16 0:27,2016,7,Tuesday,0,Part Three,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162052935,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,905,Y,7/4/16 1:24,2016,7,Monday,1,Part One,HARRISON AVE,42.33919306,-71.0698424,"(42.33919306, -71.06984240)"
I162052637,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,Y,7/2/16 22:15,2016,7,Saturday,22,Part One,E COTTAGE ST,42.32150685,-71.07076276,"(42.32150685, -71.07076276)"
I162051465,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,914,Y,6/28/16 23:24,2016,6,Tuesday,23,Part One,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)"
I162050762,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,496,Y,6/26/16 12:57,2016,6,Sunday,12,Part One,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I162050393,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,279,Y,6/25/16 0:06,2016,6,Saturday,0,Part One,ZEIGLER ST,42.3291465,-71.0810989,"(42.32914650, -71.08109890)"
I162050266,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,420,Y,6/24/16 15:22,2016,6,Friday,15,Part One,DOONE AVE,42.27807456,-71.08254983,"(42.27807456, -71.08254983)"
I162049388,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,448,Y,6/21/16 21:25,2016,6,Tuesday,21,Part One,PARK ST,42.29467186,-71.07684844,"(42.29467186, -71.07684844)"
I162049376,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,817,Y,6/21/16 20:24,2016,6,Tuesday,20,Part One,WAINWRIGHT ST,42.28921036,-71.06646501,"(42.28921036, -71.06646501)"
I162049094,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,605,Y,6/20/16 23:27,2016,6,Monday,23,Part One,HUNTINGTON AVE,42.33332888,-71.10659534,"(42.33332888, -71.10659534)"
I162049089,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,914,Y,6/20/16 23:23,2016,6,Monday,23,Part One,MONSIGNOR DENNIS F O'CALL,42.32583998,-71.05463516,"(42.32583998, -71.05463516)"
I162048551,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,456,Y,6/19/16 0:35,2016,6,Sunday,0,Part One,ELLINGTON ST,42.30225172,-71.07935688,"(42.30225172, -71.07935688)"
I162048551,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,456,Y,6/19/16 0:35,2016,6,Sunday,0,Part Two,ELLINGTON ST,42.30225172,-71.07935688,"(42.30225172, -71.07935688)"
I162048551,3125,Warrant Arrests,WARRANT ARREST,B3,456,Y,6/19/16 0:35,2016,6,Sunday,0,Part Three,ELLINGTON ST,42.30225172,-71.07935688,"(42.30225172, -71.07935688)"
I162048551,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,456,Y,6/19/16 0:35,2016,6,Sunday,0,Part Two,ELLINGTON ST,42.30225172,-71.07935688,"(42.30225172, -71.07935688)"
I162048538,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,427,Y,6/18/16 23:08,2016,6,Saturday,23,Part One,ASTORIA ST,42.27913841,-71.0879709,"(42.27913841, -71.08797090)"
I162048538,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,6/18/16 23:08,2016,6,Saturday,23,Part One,ASTORIA ST,42.27913841,-71.0879709,"(42.27913841, -71.08797090)"
I162048538,3125,Warrant Arrests,WARRANT ARREST,B3,427,Y,6/18/16 23:08,2016,6,Saturday,23,Part Three,ASTORIA ST,42.27913841,-71.0879709,"(42.27913841, -71.08797090)"
I162047077,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,396,Y,6/14/16 16:57,2016,6,Tuesday,16,Part One,DORCHESTER AVE,42.29025219,-71.06304942,"(42.29025219, -71.06304942)"
I162046995,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,428,Y,6/14/16 12:22,2016,6,Tuesday,12,Part One,BLUE HILL AVE,42.28374569,-71.09153583,"(42.28374569, -71.09153583)"
I162046888,3125,Warrant Arrests,WARRANT ARREST,C11,335,Y,6/14/16 0:31,2016,6,Tuesday,0,Part Three,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I162046888,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,335,Y,6/14/16 0:31,2016,6,Tuesday,0,Part One,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I162045234,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,329,Y,6/8/16 0:00,2016,6,Wednesday,0,Part One,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I162045234,3125,Warrant Arrests,WARRANT ARREST,B2,329,Y,6/8/16 0:00,2016,6,Wednesday,0,Part Three,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I162045234,1874,Drug Violation,DRUGS - OTHER,B2,329,Y,6/8/16 0:00,2016,6,Wednesday,0,Part Two,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I162044152,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,906,Y,6/5/16 2:41,2016,6,Sunday,2,Part One,HORAN WAY,42.32547536,-71.10253482,"(42.32547536, -71.10253482)"
I162044119,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,445,Y,6/4/16 23:16,2016,6,Saturday,23,Part One,YORK ST,42.29955614,-71.08073767,"(42.29955614, -71.08073767)"
I162043871,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,6/4/16 3:01,2016,6,Saturday,3,Part One,DUDLEY ST,42.31799862,-71.06729022,"(42.31799862, -71.06729022)"
I162043871,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,238,Y,6/4/16 3:01,2016,6,Saturday,3,Part Two,DUDLEY ST,42.31799862,-71.06729022,"(42.31799862, -71.06729022)"
I162043842,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,463,Y,6/3/16 23:30,2016,6,Friday,23,Part One,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162043842,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,463,Y,6/3/16 23:30,2016,6,Friday,23,Part Two,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162043842,3125,Warrant Arrests,WARRANT ARREST,B3,463,Y,6/3/16 23:30,2016,6,Friday,23,Part Three,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162043842,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,463,Y,6/3/16 23:30,2016,6,Friday,23,Part Two,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162043842,3016,Medical Assistance,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH,B3,463,Y,6/3/16 23:30,2016,6,Friday,23,Part Three,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I162043804,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,Y,6/3/16 21:07,2016,6,Friday,21,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I162043232,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,823,Y,6/2/16 3:42,2016,6,Thursday,3,Part One,CUSHING AVE,42.31290014,-71.06131063,"(42.31290014, -71.06131063)"
I162043217,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,16,Y,6/2/16 0:41,2016,6,Thursday,0,Part One,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I162042228,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,329,Y,5/29/16 22:19,2016,5,Sunday,22,Part One,DEVON ST,42.30812619,-71.07692974,"(42.30812619, -71.07692974)"
I162042032,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,121,Y,5/29/16 3:30,2016,5,Sunday,3,Part One,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I162041974,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,Y,5/28/16 23:19,2016,5,Saturday,23,Part One,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I162041694,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,5/28/16 1:35,2016,5,Saturday,1,Part One,HANCOCK ST,42.314019,-71.06547605,"(42.31401900, -71.06547605)"
I162041316,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,Y,5/26/16 19:29,2016,5,Thursday,19,Part One,BLUE HILL AVE,42.27065695,-71.09377841,"(42.27065695, -71.09377841)"
I162041040,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,27,Y,5/25/16 23:19,2016,5,Wednesday,23,Part One,SUMNER ST,42.37056795,-71.04360194,"(42.37056795, -71.04360194)"
I162039242,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,438,Y,5/19/16 21:51,2016,5,Thursday,21,Part One,SOUTHERN AVE,42.29000873,-71.07580876,"(42.29000873, -71.07580876)"
I162039152,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,5/19/16 17:07,2016,5,Thursday,17,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I162038639,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,168,Y,5/17/16 22:16,2016,5,Tuesday,22,Part One,SHAWMUT AVE,42.33965205,-71.07455503,"(42.33965205, -71.07455503)"
I162038029,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,399,Y,5/15/16 23:13,2016,5,Sunday,23,Part One,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
I162038029,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,399,Y,5/15/16 23:13,2016,5,Sunday,23,Part One,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
I162037770,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,318,Y,5/14/16 22:47,2016,5,Saturday,22,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I162037747,1402,Vandalism,VANDALISM,B2,909,Y,5/14/16 21:57,2016,5,Saturday,21,Part Two,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
I162037747,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,909,Y,5/14/16 21:57,2016,5,Saturday,21,Part One,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
I162037747,3115,Investigate Person,INVESTIGATE PERSON,B2,909,Y,5/14/16 21:57,2016,5,Saturday,21,Part Three,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
I162037458,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,436,Y,5/13/16 18:36,2016,5,Friday,18,Part One,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
I162037458,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,436,Y,5/13/16 18:36,2016,5,Friday,18,Part One,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
I162037458,1402,Vandalism,VANDALISM,C11,436,Y,5/13/16 18:36,2016,5,Friday,18,Part Two,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
I162036099,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,320,Y,5/9/16 15:48,2016,5,Monday,15,Part One,GEORGIA ST,42.30976163,-71.08386431,"(42.30976163, -71.08386431)"
I162035873,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,5/8/16 16:59,2016,5,Sunday,16,Part One,NORFOLK ST,42.27818669,-71.09047287,"(42.27818669, -71.09047287)"
I162034516,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,402,Y,5/3/16 21:47,2016,5,Tuesday,21,Part One,BAILEY ST,42.28466568,-71.06602188,"(42.28466568, -71.06602188)"
I162033772,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,5/1/16 14:15,2016,5,Sunday,14,Part One,DUDLEY ST,42.31790476,-71.06706881,"(42.31790476, -71.06706881)"
I162033354,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,503,Y,4/29/16 20:14,2016,4,Friday,20,Part One,CANTERBURY ST,42.28475704,-71.10961809,"(42.28475704, -71.10961809)"
I162033066,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,Y,4/28/16 18:20,2016,4,Thursday,18,Part One,DUDLEY ST,42.32136484,-71.0722067,"(42.32136484, -71.07220670)"
I162032844,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,303,Y,4/27/16 22:54,2016,4,Wednesday,22,Part One,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
I162032243,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,184,Y,4/25/16 22:52,2016,4,Monday,22,Part One,GROOM ST,42.32019753,-71.06641761,"(42.32019753, -71.06641761)"
I162031365,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,941,Y,4/22/16 23:13,2016,4,Friday,23,Part One,ARCHDALE RD,42.2917221,-71.1196546,"(42.29172210, -71.11965460)"
I162031289,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,4/22/16 18:04,2016,4,Friday,18,Part One,HANCOCK ST,42.31424792,-71.06560782,"(42.31424792, -71.06560782)"
I162031116,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,801,Y,4/22/16 2:37,2016,4,Friday,2,Part One,HARVARD AVE,42.35486542,-71.13259322,"(42.35486542, -71.13259322)"
I162031072,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,Y,4/21/16 21:32,2016,4,Thursday,21,Part One,MCNULTY CT,42.37808452,-71.05784115,"(42.37808452, -71.05784115)"
I162030585,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,307,Y,4/20/16 11:19,2016,4,Wednesday,11,Part One,WALNUT PARK,42.31534411,-71.09584709,"(42.31534411, -71.09584709)"
I162026728,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,194,Y,4/6/16 22:24,2016,4,Wednesday,22,Part One,DEXTER ST,42.33034412,-71.05695721,"(42.33034412, -71.05695721)"
I162026598,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,476,Y,4/6/16 14:29,2016,4,Wednesday,14,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162026598,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,Y,4/6/16 14:29,2016,4,Wednesday,14,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162026598,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,476,Y,4/6/16 14:29,2016,4,Wednesday,14,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162023617,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,422,Y,3/27/16 2:11,2016,3,Sunday,2,Part One,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I162023617,3125,Warrant Arrests,WARRANT ARREST,B3,422,Y,3/27/16 2:11,2016,3,Sunday,2,Part Three,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I162023617,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,422,Y,3/27/16 2:11,2016,3,Sunday,2,Part Two,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I162022863,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,3/24/16 13:19,2016,3,Thursday,13,Part One,DEVON ST,42.30812619,-71.07692974,"(42.30812619, -71.07692974)"
I162022759,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,3/24/16 3:16,2016,3,Thursday,3,Part One,BLUE HILL AVE,42.31404391,-71.07917986,"(42.31404391, -71.07917986)"
I162022446,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,577,Y,3/22/16 23:33,2016,3,Tuesday,23,Part Three,SCHOOL ST,42.31550475,-71.10051479,"(42.31550475, -71.10051479)"
I162022446,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,577,Y,3/22/16 23:33,2016,3,Tuesday,23,Part One,SCHOOL ST,42.31550475,-71.10051479,"(42.31550475, -71.10051479)"
I162022418,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,14,Y,3/22/16 22:29,2016,3,Tuesday,22,Part One,WORDSWORTH ST,42.38492212,-71.0174635,"(42.38492212, -71.01746350)"
I162021886,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,3/21/16 3:07,2016,3,Monday,3,Part One,HUMBOLDT AVE,42.31788029,-71.0862988,"(42.31788029, -71.08629880)"
I162020921,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,439,Y,3/17/16 17:24,2016,3,Thursday,17,Part One,BLUE HILL AVE,42.28987906,-71.08948844,"(42.28987906, -71.08948844)"
I162020182,3201,Property Lost,PROPERTY - LOST,C6,210,Y,3/15/16 13:14,2016,3,Tuesday,13,Part Three,D ST,42.34454105,-71.04416497,"(42.34454105, -71.04416497)"
I162017441,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,292,Y,3/5/16 14:21,2016,3,Saturday,14,Part One,NORFOLK ST,42.32872796,-71.09108826,"(42.32872796, -71.09108826)"
I162013862,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,356,Y,2/21/16 16:29,2016,2,Sunday,16,Part One,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
I162013862,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,356,Y,2/21/16 16:29,2016,2,Sunday,16,Part Two,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
I162013434,3115,Investigate Person,INVESTIGATE PERSON,B3,441,Y,2/20/16 3:30,2016,2,Saturday,3,Part Three,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)"
I162013434,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,441,Y,2/20/16 3:30,2016,2,Saturday,3,Part One,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)"
I162013434,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,441,Y,2/20/16 3:30,2016,2,Saturday,3,Part One,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)"
I162011468,2010,HOME INVASION,HOME INVASION,B2,289,Y,2/12/16 10:00,2016,2,Friday,10,,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I162011468,371,Robbery,ROBBERY - HOME INVASION,B2,289,Y,2/12/16 10:00,2016,2,Friday,10,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I162011468,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,289,Y,2/12/16 10:00,2016,2,Friday,10,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I162011468,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,289,Y,2/12/16 10:00,2016,2,Friday,10,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I162009661,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,356,Y,2/5/16 2:37,2016,2,Friday,2,Part Two,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I162009550,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,318,Y,2/4/16 17:46,2016,2,Thursday,17,Part One,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I162009550,3125,Warrant Arrests,WARRANT ARREST,B2,318,Y,2/4/16 17:46,2016,2,Thursday,17,Part Three,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I162008969,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,180,Y,2/2/16 16:40,2016,2,Tuesday,16,Part One,BLUE HILL AVE,42.3252158,-71.07492178,"(42.32521580, -71.07492178)"
I162007640,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,416,Y,1/29/16 0:33,2016,1,Friday,0,Part One,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
I162007065,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,400,Y,1/27/16 1:39,2016,1,Wednesday,1,Part One,WASHINGTON ST,42.28581121,-71.07115483,"(42.28581121, -71.07115483)"
I162006622,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,441,Y,1/25/16 14:38,2016,1,Monday,14,Part One,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
I162005173,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,298,Y,1/19/16 20:19,2016,1,Tuesday,20,Part One,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
I162005173,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,298,Y,1/19/16 20:19,2016,1,Tuesday,20,Part Two,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
I162005173,1844,Drug Violation,DRUGS - POSS CLASS C,B2,298,Y,1/19/16 20:19,2016,1,Tuesday,20,Part Two,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
I162005087,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,29,Y,1/19/16 14:28,2016,1,Tuesday,14,Part Three,SUMNER ST,42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
I162004526,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,1/17/16 12:17,2016,1,Sunday,12,Part One,FAYSTON ST,42.3126054,-71.07624159,"(42.31260540, -71.07624159)"
I162004418,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,351,Y,1/16/16 22:05,2016,1,Saturday,22,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
I162003848,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,Y,1/14/16 21:32,2016,1,Thursday,21,Part One,HAROLD ST,42.31594507,-71.09043142,"(42.31594507, -71.09043142)"
I162003560,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,593,Y,1/13/16 19:36,2016,1,Wednesday,19,Part One,FENWOOD RD,42.33511654,-71.10767674,"(42.33511654, -71.10767674)"
I162002573,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,16,Y,1/10/16 1:36,2016,1,Sunday,1,Part One,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)"
I162002449,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,428,Y,1/9/16 16:07,2016,1,Saturday,16,Part One,BLUE HILL AVE,42.2832657,-71.09168904,"(42.28326570, -71.09168904)"
I162002052,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,Y,5/24/16 16:05,2016,5,Tuesday,16,Part One,MOUNT BOWDOIN TER,42.30338366,-71.07574685,"(42.30338366, -71.07574685)"
I162000112,3130,Search Warrants,SEARCH WARRANT,B3,465,Y,1/7/16 13:01,2016,1,Thursday,13,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162000112,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,465,Y,1/7/16 13:01,2016,1,Thursday,13,Part One,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162000112,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,Y,1/7/16 13:01,2016,1,Thursday,13,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152107623,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,26,Y,12/30/15 22:55,2015,12,Wednesday,22,Part One,DECATUR ST,42.37256958,-71.04017612,"(42.37256958, -71.04017612)"
I152107617,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,12/30/15 21:53,2015,12,Wednesday,21,Part One,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)"
I152107190,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,427,Y,12/29/15 8:47,2015,12,Tuesday,8,Part One,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
